1,3,1,0,2
2,7,0,4,3
3,4,1,1,2
4,7,2,3,2
5,5,1,2,2
6,5,3,0,3
7,7,4,0,3
8,4,2,0,2
9,6,1,2,3
10,4,1,1,2
